,0,1,2,3,4
0,197.179,313.4,0.0,131.16,4.0
1,45.858999999999995,393.8,0.0,97.71,4.0
2,15.780000000000001,294.2,0.0,86.81,4.0
3,0.0,0.0,0.0,0.0,6.0
